Average Diode Voltage (V),Average Current Through Diode (A),Diode 1 Voltage(V),Diode 2 Voltage(V),Diode 3 Voltage(V),Current Through Diode 1 (A),Current Through Diode 2 (A),Current Through Diode 3 (A),Input Voltage
0.0,0.00018301468765493308,0.0,0.0,0.0,0.00018301468765493308,0.00018301468765493308,0.00018301468765493308,-0.05490440629647991
0.0,0.0003050244794248884,0.0,0.0,0.0,0.0005490440629647991,0.00018301468765493306,0.00018301468765493303,-0.03660293753098661
0.0061004895884977685,0.00024401958353991075,0.0,0.018301468765493305,0.0,0.0,0.00018301468765493306,0.0005490440629647991,0.0
0.024401958353991074,0.00018301468765493308,0.018301468765493305,0.03660293753098661,0.018301468765493305,0.00018301468765493306,0.00018301468765493303,0.00018301468765493306,0.018301468765493305
0.04270342711948438,0.00018301468765493303,0.03660293753098661,0.05490440629647991,0.03660293753098661,0.00018301468765493303,0.00018301468765493308,0.00018301468765493303,0.03660293753098661
0.06710538547347546,0.00018301468765493308,0.05490440629647991,0.07320587506197322,0.07320587506197322,0.00018301468765493308,0.00018301468765493308,0.00018301468765493308,0.05490440629647991
0.09150734382746654,0.00024401958353991067,0.09150734382746653,0.09150734382746653,0.09150734382746653,0.00018301468765493295,0.00018301468765493295,0.00036602937530986617,0.07320587506197322
0.12200979176995537,0.00018301468765493303,0.10980881259295983,0.12811028135845315,0.12811028135845315,0.00018301468765493322,0.00018301468765493295,0.00018301468765493295,0.09150734382746653
0.1403112605354487,0.00018301468765493314,0.12811028135845315,0.14641175012394644,0.14641175012394644,0.00018301468765493295,0.00018301468765493322,0.00018301468765493322,0.10980881259295983
0.15861272930094197,0.00018301468765493303,0.14641175012394644,0.16471321888943977,0.16471321888943977,0.00018301468765493322,0.00018301468765493295,0.00018301468765493295,0.12811028135845315
0.17691419806643527,0.00018301468765493314,0.16471321888943977,0.18301468765493306,0.18301468765493306,0.00018301468765493295,0.00018301468765493322,0.00018301468765493322,0.14641175012394644
0.20131615642042636,0.00018301468765493314,0.18301468765493306,0.20131615642042638,0.21961762518591965,0.00018301468765493322,0.00018301468765493268,0.00018301468765493352,0.16471321888943977
0.22571811477441742,0.00018301468765493333,0.21961762518591965,0.21961762518591965,0.237919093951413,0.00018301468765493352,0.00018301468765493352,0.00018301468765493295,0.18301468765493306
0.25012007312840856,0.0002440195835399106,0.237919093951413,0.237919093951413,0.2745220314823996,0.00018301468765493295,0.00018301468765493295,0.0003660293753098659,0.20131615642042638
0.2806225210708974,0.0002440195835399106,0.2745220314823996,0.2745220314823996,0.2928235002478929,0.00018301468765493268,0.00018301468765493268,0.00036602937530986644,0.21961762518591965
0.2989239898363907,0.0003050244794248885,0.2928235002478929,0.2928235002478929,0.3111249690133862,0.00036602937530986644,0.00018301468765493322,0.0003660293753098659,0.237919093951413
0.31722545860188395,0.00036602937530986584,0.3111249690133862,0.3111249690133862,0.32942643777887953,0.0003660293753098659,0.0003660293753098659,0.0003660293753098659,0.2562205627169063
0.3355269273673773,0.00036602937530986584,0.32942643777887953,0.32942643777887953,0.3477279065443728,0.0003660293753098659,0.0003660293753098659,0.0003660293753098659,0.2928235002478929
0.35382839613287054,0.00042703427119484384,0.3477279065443728,0.3477279065443728,0.3660293753098661,0.0003660293753098659,0.0003660293753098659,0.0005490440629647997,0.3111249690133862
